item_id	text_eng	desc_eng	desc2_eng	text_jpn	desc_jpn	desc2_jpn	text_chs	desc_chs	desc2_chs	text_cht	desc_cht	desc2_cht	text_deu	desc_deu	desc2_deu	text_fra	desc_fra	desc2_fra	text_kor	desc_kor	desc2_kor	text_rus	desc_rus	desc2_rus	text_spa	desc_spa	desc2_spa	imageNo	min_rarity	max_level	wep	arm	acc	atk	heal	supEne	supPar	grade_min_value	grade_max_value	lv_min_rand_range_min	lv_min_rand_range_max	lv_max_rand_range_min	lv_max_rand_range_max	trait_base	hash	item_trait_table_tag	fire	ice	bolt	air	no_level	combo_1	combo_2	combo_3	combo_4	disp_flag
ITEM_TRAIT_TRAIT_156	Heal Guard	Restores HP by [Rank x 3]% when you perform a Precision Guard.	Restores allies' HP by [Rank x 3]% when you perform a Precision Guard.	ヒールガード	ジャストガード時にHPをRANK×3％回復	ジャストガード時に味方のHPをRANK×3％回復	治愈防御	完美防御时，恢复 RANK×3% 的HP。	完美防御时，恢复队友 RANK×3% 的HP。	治癒防禦	完美防禦時，回復 RANK×3% 的HP。	完美防禦時，回復隊友 RANK×3% 的HP。	Heilschutz	Stellt bei Ausführung einer Präzisionsabwehr LP um [Rang x 3] % wieder her.	Stellt bei Ausführung einer Präzisionsabwehr die LP von Verbündeten um [Rang x 3] % wieder her.	Protection guérissante	Restaure [Rang x 3] % des PV lorsque vous réalisez une protection de précision.	Restaure [Rang x 3] % des PV alliés lorsque vous réalisez une protection de précision.	힐 가드	저스트 가드 시,HP가 RANK×3% 회복한다	저스트 가드 시아군의 HP를 RANK×3% 회복한다	Исцеляющая защита	Восстанавливает ОЗ на [ранг x 3]%, когда у вас получается выверенная защита.	Восстанавливает ОЗ союзников на [ранг х 3]% при выполнении выверенной защиты.	Guardia de curación	Restaura un [Rango x3] % los PS cuando efectúas una Guardia de precisión.	Restaura un [Rango x3] % los PS de los aliados cuando efectúas una Guardia de precisión.	1402	0	6	True							4	9	[3, 0, 3, 0]	[3, 0, 3, 0]	[18, 0, 18, 0]	[18, 0, 18, 0]	['ITEM_SUB_EQI_HEAL_HP_RATIO_JUST_GUARD', '', 'ITEM_SUB_EQI_HEAL_PARTY_HP_RATIO_JUST_GUARD', '']	['', '', '', '']	21		True								1
ITEM_TRAIT_TRAIT_157	Heal Step	Restores HP by [Rank x 3]% when you evade an attack.		ヒールステップ	敵の攻撃回避時にHPをRANK×3％回復		治愈步伐	回避敌方攻击时，恢复 RANK×3% 的HP。		治癒步伐	迴避敵方攻擊時，回復 RANK×3% 的HP。		Heilschritt	Stellt bei Ausweichen eines Angriffs LP um [Rang x 3] % wieder her.		Esquive guérissante	Restaure [Rang x 3] % des PV lorsque vous esquivez une attaque.		힐 스텝	적의 공격을 회피 시,HP가 RANK×3% 회복한다		Исцеляющий шаг	Восстанавливает ОЗ на [ранг x 3]%, когда вы уклоняетесь от атаки.		Paso de curación	Restaura un [Rango x3] % los PS cuando esquivas un ataque.		1402	0	6			True					4	9	[3, 0, 0, 0]	[3, 0, 0, 0]	[18, 0, 0, 0]	[18, 0, 0, 0]	['ITEM_SUB_EQI_HEAL_HP_RATIO_EVADE', '', '', '']	['', '', '', '']	21			True							1
ITEM_TRAIT_TRAIT_158	Sonic Impact	Deals fixed physical damage equal to [Rank x 100].		ソニックインパクト	RANK×100の固定ダメージを与える		音速冲击	造成 RANK×100 的固定伤害。		音速衝擊	給予 RANK×100 的固定傷害。		Schallaufprall	Erteilt festgelegten physischen Schaden in Höhe von [Rang x 100].		Impact sonique	Inflige des dégâts physiques d'une valeur fixe égale à Rang x 100.		소닉 임팩트	RANK×100의 고정 대미지를 준다		Звуковой удар	Наносит фиксированный физический урон в размере [ранг x 100].		Impacto sónico	Inflige un daño físico igual a [Rango x100].		1402	0	6				True				100	100	[100, 0, 0, 0]	[100, 0, 0, 0]	[600, 0, 0, 0]	[600, 0, 0, 0]	['ITEM_SUB_ITM_ADD_FIXED_DAMAGE', '', '', '']	['', '', '', '']	53				True		Follow-Up Fire Damage+	Follow-Up Ice Damage+	Follow-Up Bolt Damage+	Follow-Up Air Damage+	1
ITEM_TRAIT_TRAIT_159	Equivalent Exchange	Consumes [Rank x 1]% of HP to boost the item's power by [Rank x 10]%. (Will not activate if the user does not have enough HP.)		等価交換	ＨＰをRANK×1％消費し、アイテムの威力をRANK×10％上昇させる（消費HPが足りない場合は発動しない）		等价交换	消耗 RANK×1% 的HP，使道具威力提升 RANK×10%。（可供消耗的HP不足时不会发动）		等價交換	消耗 RANK×1% 的HP，使道具威力上升 RANK×10%。（可供消耗的HP不足時不會發動）		Gleichwertiger Tausch	Verbraucht [Rang x 1] % der LP, um die Stärke des Gegenstands um [Rang x 10] % zu erhöhen. (Bei zu geringen LP wird dieser Effekt nicht aktiviert.)		Échange équivalent	Consomme [Rang x 1] % de PV pour augmenter la puissance de l'objet de [Rang x 10] %. (Ne s'activera pas si l'utilisateur n'a pas assez de PV.)		등가 교환	HP를 RANK×1% 소비하고아이템의 위력을 RANK×10% 상승시킨다.(소비HP가 부족하면 발동하지 않는다)		Эквивалентный обмен	Расходует [ранг x 1]% ОЗ, чтобы увеличить мощь предмета на [ранг x 10]%. (Не активируется, если ОЗ недостаточно.)		Trueque equitativo	Consume un [Rango x1] % de los PS para aumentar la potencia del objeto un [Rango x10] % (no se activa si el usuario no tiene suficientes PS).		1402	0	6				True		True		100	100	[1, 10, 0, 0]	[1, 10, 0, 0]	[6, 60, 0, 0]	[6, 60, 0, 0]	['ITEM_SUB_ITM_CONSUME_HP_OTHER_TRAIT_TYPE', 'ITEM_SUB_ITM_CHANGE_POWER_CONSUME_HP_TYPE', '', '']	['ITEM_SUB_ITM_CHANGE_POWER_CONSUME_HP_TYPE', '', '', '']	54	True					Destructive+	Skill Boost+	Life Drain	Hunker Down	1
ITEM_TRAIT_TRAIT_160	Heat Dispersal	Reduces the cooldown of all skills by 1 second(s).	Reduces all item cooldowns by 1 second(s).	強制排熱	全スキルのCTを1秒早める	全アイテムのCTを1秒早める	强制排热	所有技能的冷却时间加速1秒。	所有道具的冷却时间加速1秒。	強制排熱	所有技能的冷卻時間加速1秒。	所有道具的冷卻時間加速1秒。	Hitzestreuung	Reduziert die Abklingzeit aller Fertigkeiten um 1 Sekunde(n).	Verringert die Abklingzeit aller Gegenstände um 1 Sekunde(n).	Dispersion thermique	Réduit le temps de rechargement de toutes les compétences de 1 seconde(s).	Réduit les temps de rechargement de tous les objets de 1 seconde(s).	강제 배열	모든 스킬의 CT를1초 앞당긴다	모든 아이템의 CT를1초 앞당긴다	Рассеивание тепла	Ускоряет перезарядку всех навыков на 1 сек.	Сокращает перезарядку всех предметов на 1 сек.	Dispersión del calor	Reduce 1 segundo(s) el tiempo de reutilización de todas las habilidades.	Reduce 1 segundo(s) la reutilización de todos los objetos.	1402	3	1			True					100	100	[1, 0, 1, 0]	[1, 0, 1, 0]	[1, 0, 1, 0]	[1, 0, 1, 0]	['ITEM_SUB_EQI_ADD_GOOD_STATUS_PERMANENT', '', 'ITEM_SUB_EQI_ADD_GOOD_STATUS_PERMANENT', '']	['STATUS_GOOD_REDUCE_SKILL_CT_FIXED', '', 'STATUS_GOOD_REDUCE_ITEM_CT_FIXED', '']	12		True			True	Reduce Cooldown	Reduce Cooldown	Stun Boost+	Skill Boost+	1
ITEM_TRAIT_TRAIT_161	Decoy Sign	Makes the target more likely to be targeted by enemies.	Decreases the chances of being targeted by enemies.	デコイサイン	対象が敵に狙われる確率を上昇させる	対象が敵に狙われる確率を低下させる	诱饵信号	使目标成为敌人攻击目标的概率提升。	使目标成为敌人目标的概率下降。	誘餌信號	使目標成為敵人攻擊目標的機率上升。	使目標成為敵人目標的機率下降。	Lockvogel	Erhöht die Wahrscheinlichkeit, das Ziel gegnerischer Angriffe zu werden.	Verringert die Wahrscheinlichkeit, von Gegnern angegriffen zu werden.	Panneau leurre	Rend la cible plus susceptible d'être ciblée par les ennemis.	Réduit les chances d'être la cible des ennemis.	디코이 사인	대상이 적에게 노려질 확률을 상승시킨다	대상이 적의 표적이 될 확률을 저하시킨다	Обманный знак	Повышает вероятность того, что враги нападут именно на цель.	Снижает шанс стать целью врагов.	Cartel de señuelo	Aumenta las probabilidades de que los enemigos ataquen el objetivo.	Minimiza la posibilidad de ser el objetivo de los enemigos.	1402	2	1			True					100	100	[30, 0, 30, 0]	[30, 0, 30, 0]	[30, 0, 30, 0]	[30, 0, 30, 0]	['ITEM_SUB_EQI_ADD_GOOD_STATUS_PERMANENT', '', 'ITEM_SUB_EQI_ADD_GOOD_STATUS_PERMANENT', '']	['STATUS_GOOD_TAUNT', '', 'STATUS_GOOD_HIDE', '']	22			True		True					1
ITEM_TRAIT_TRAIT_162	Rough Healing	Restores HP but inflicts Poison.	Consumes HP and cures status effects.	粗治療	ＨＰを回復するが、毒の状態異常にかかる	HPを消費して、状態異常を回復させる	简易治疗	恢复HP，但陷入中毒的异常状态。	消耗HP，使异常状态恢复。	簡易治療	回復HP，但陷入中毒的異常狀態。	消耗HP，使異常狀態回復。	Notheilung	Stellt LP wieder her, fügt jedoch Gift zu.	Verbraucht LP und heilt Statuseffekte.	Guérison violente	Restaure des PV mais inflige Poison.	Consomme des PV et guérit un état anormal.	허술한 치료	HP를 회복하지만 독 상태이상이 부여된다	HP를 소비해 상태이상을 회복한다	Суровое исцеление	Восстанавливает ОЗ, но накладывает отравление.	Поглощает ОЗ и излечивает эффекты состояния.	Curación brusca	Restaura PS, pero inflige Veneno.	Consume PS y cura los efectos de estado.	1402	2	1					True		True	4	4	[30, 100, 10, 3]	[30, 100, 10, 3]	[30, 100, 10, 3]	[30, 100, 10, 3]	['ITEM_SUB_ITM_HEAL_HP_RATIO', 'ITEM_SUB_ITM_ADD_BAD_STATUS', 'ITEM_SUB_ITM_CONSUME_HP_OTHER_TRAIT_TYPE', 'ITEM_SUB_ITM_CURE_MINUS_STATUS_MULTIPLE_CONSUME_HP_TYPE']	['', 'STATUS_BAD_POISON', 'ITEM_SUB_ITM_CURE_MINUS_STATUS_MULTIPLE_CONSUME_HP_TYPE', '']	5				True	True					1
ITEM_TRAIT_TRAIT_163	SE Buff	Increases skill damage by [Rank x 10]% when inflicted with a status effect.	Increases item damage by [Rank x 10]% when inflicted with a status effect.	状態異常時強化	自身が状態異常の場合、スキルによるダメージが RANK×10％ 上昇	自身が状態異常の場合、アイテムによるダメージが RANK×10％ 上昇	异常状态时强化	自身陷入异常状态时，使用技能造成的伤害提升 RANK×10%。	自身陷入异常状态时，使用道具造成的伤害提升 RANK×10%。	異常狀態時強化	自身陷入異常狀態時，使用技能給予的傷害上升 RANK×10%。	自身陷入異常狀態時，使用道具給予的傷害上升 RANK×10%。	SE-Stärkung	Erhöht Fertigkeitsschaden um [Rang x 10] %, wenn man unter einem Statuseffekt leidet.	Erhöht Gegenstandschaden um [Rang x 10] %, wenn man unter einem Statuseffekt leidet.	Boost ÉA	Augmente les dégâts des compétences de [Rang x 10] % lorsque vous subissez un état anormal.	Augmente les dégâts des objets de [Rang x 10] % lorsque vous subissez un état anormal.	상태이상 시 강화	자신에게 상태이상이 부여되어 있으면스킬에 의한 대미지가 RANK×10%상승한다	자신이 상태이상일 경우 아이템에 의한대미지가 RANK×10% 상승한다	Усиление ЭС	Увеличивает урон от навыков на [ранг x 10]%, когда вызывается эффектом состояния.	Увеличивает урон от предмета на [ранг х 10]% при наличии эффекта состояния.	Refuerzo de EE	Aumenta el daño de la habilidad un [Rango x10] % cuando se inflige con un efecto de estado.	Aumenta el daño de los objetos un [Rango x10] % cuando se provoca un efecto de estado.	1402	0	6			True					100	100	[10, 0, 10, 0]	[10, 0, 10, 0]	[60, 0, 60, 0]	[60, 0, 60, 0]	['ITEM_SUB_EQI_SKILL_DAMAGE_BAD_STATUS', '', 'ITEM_SUB_EQI_ITEM_DAMAGE_BAD_STATUS', '']	['', '', '', '']	55	True					Skill Boost	Inflict Burns	Inflict Poison	ATK Up	1
ITEM_TRAIT_TRAIT_164	Negative Link	Deals damage with power equal to [number of negative status effects the target has x Rank x 5].	If the target is already inflicted with a status effect, it has a [Rank x 5]% chance to worsen.	負の連鎖	対象の悪性状態異常数×RANK×5の威力値でダメージを与える	アイテム使用時、対象に状態異常が付与されている場合はRANK×5％の確率で悪化させる	负面连锁	根据目标异常状态的数量造成追加伤害。异常状态数量×RANK×5。	使用道具且目标被赋予异常状态时，以 RANK×5% 的概率使异常状态恶化。	負面連鎖	根據目標負面異常狀態的數量給予追加傷害。負面異常狀態數量×RANK×5。	使用道具且目標被賦予異常狀態時，以 RANK×5% 的機率使異常狀態惡化。	Negative Verbindung	Fügt Schaden mit Stärke entsprechend [Anzahl der negativen Statuseffekte des Ziels x Rang x 5] zu.	Wenn das Ziel bereits von einem Statuseffekt betroffen ist, besteht eine Chance von [Rang x 5] %, dass er sich verschlimmert.	Lien négatif	Inflige des dégâts de puissance égale à [nombre d'états anormaux que subit la cible x Rang x 5].	Si la cible subit déjà un état anormal, il a [Rang x 5] % de chances d'empirer.	악순환	대상의 악성 상태이상 수×RANK×5의위력치만큼 대미지를 준다	아이템 사용 시대상에게 상태이상이 부여되어 있으면RANK×5%의 확률로 악화시킨다	Отрицательная связь	Наносит урон в размере [количество эффектов состояния на цели x ранг x 5].	Если цель уже под воздействием эффекта состояния, эффект с шансом [ранг х 5]% усугубится.	Círculo vicioso	Inflige daño adicional con una potencia equivalente a [número de efectos de estado negativo que sufra el objetivo x Rango x 5].	Si el objetivo ya sufre un efecto de estado, hay un [Rango x5] % de que empeore.	1402	0	6				True				100	100	[5, 0, 5, 0]	[5, 0, 5, 0]	[30, 0, 30, 0]	[30, 0, 30, 0]	['ITEM_SUB_ITM_ADD_BAD_STATUS_DAMAGE', '', 'ITEM_SUB_ITM_BAD_STATUS_WORSE', '']	['', '', '', '']	56				True		SE Buff	Stun Boost	Sporeling Slayer	Inflict Curse	1
ITEM_TRAIT_TRAIT_165																												1402	4	1			True					100	100	[50, 0, 25, 0]	[50, 0, 25, 0]	[50, 0, 25, 0]	[50, 0, 25, 0]	['ITEM_SUB_EQI_HEAL_HP_RATIO_DEAD', '', 'ITEM_SUB_EQI_HEAL_HP_RATIO_REVIVE', '']	['', '', '', '']		True									0
ITEM_TRAIT_TRAIT_166																												1402	0	6		True						100	100	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', '', '', '']	['ATT_PHY', '', '', '']		True									0
ITEM_TRAIT_TRAIT_167																												1402	0	6		True						100	100	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', '', '', '']	['ATT_MAGIC', '', '', '']			True								0
ITEM_TRAIT_TRAIT_168																												1402	0	6		True						100	100	[5, 5, 0, 0]	[5, 5, 0, 0]	[30, 30, 0, 0]	[30, 30, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', 'ITEM_SUB_EQI_ATT_EVADE', '', '']	['ATT_PHY', 'ATT_MAGIC', '', '']					True						0
ITEM_TRAIT_TRAIT_169	Meteor Shower	Deals [Rank x 10] power damage 7 time(s), ignoring any elemental resistances.		流星群	アイテム使用時に RANK×10の威力値で属性耐性を無視したダメージを7回与える		流星群	使用道具时，以 RANK×10 的威力值造成7次无视属性耐性的伤害。		流星群	使用道具時，以 RANK×10 的威力值給予7次無視屬性耐性的傷害。		Meteorschauer	Fügt 7 Mal Schaden mit Stärke [Rang x 10] zu und ignoriert sämtliche Elementar-Widerstände.		Pluie de météores	Inflige des dégâts d'une puissance de [Rang x 10] 7 fois, ces dégâts ignorent les résistances élémentaires.		유성군	아이템 사용 시, RANK×10의위력치만큼 속성내성을 무시한대미지를 7회 준다		Метеоритный дождь	Наносит урон мощью [ранг x 10] 7 раз(а), игнорируя устойчивость ко всем стихиям.		Lluvia de meteoros	Inflige 7 vez/veces daño de potencia [Nv. x10] e ignora cualquier resistencia elemental.		1402	0	6				True				100	100	[10, 7, 0, 0]	[10, 7, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_ITM_ADD_MULTIPLE_DAMAGE', '', '', '']	[7, '', '', '']	57			True			Sonic Impact	Follow-Up Neutral Damage	Item Use Count Up	Item Expert	1
ITEM_TRAIT_TRAIT_170	Overheal	When restoring HP, restores [Rank x 5]% over maximum HP.	Restorative effects are greatly reduced, but spread to the entire party.	オーバーヒール	HP回復時、最大HPをRANK×5％超えて回復する	回復量が大幅に下がるが、効果が全体化する	超强度治疗	HP恢复时，恢复量超出HP最大值 RANK×5%。	恢复量大幅下降，但效果范围变为全体。	超強度治療	HP回復時，回復量超出HP最大值 RANK×5%。	回復量大幅下降，但效果範圍變為全體。	Überheilung	Stellt bei der Wiederherstellung von LP [Rang x 5] % mehr als die maximalen LP wieder her.	Heileffekte werden stark reduziert, wirken sich aber auf die gesamte Gruppe aus.	Guérison extra	En restaurant des PV, restaure [Rang x 5] % au-dessus des PV maximums.	Les effets des soins sont considérablement réduits, mais s'appliquent à l'ensemble de l'équipe.	오버 힐	HP 회복 시, 최대HP를RANK×5% 초과하며 회복한다	회복량이 대폭으로 저하되지만효과가 전체로 변화한다	Сверхлечение	При восстановлении ОЗ восстанавливает на [ранг x 5]% больше макс. ОЗ.	Эффекты восстановления заметно снижены, но применяются ко всем членам отряда.	Sobrecuración	Al restaurar los PS, restaura un [Rango x5] % adicional sobre los PS máximos.	Los efectos de curación pierden potencia, pero se aplican a todo el grupo.	1402	0	6					True			100	100	[5, 0, 0, -75]	[5, 0, 0, -75]	[30, 0, 0, -50]	[30, 0, 0, -50]	['ITEM_SUB_ITM_OVER_HEAL', '', 'ITEM_SUB_ITM_HEAL_HP_CONVERT_ALL', 'ITEM_SUB_ITM_CHANGE_POWER']	['', '', '', '']	58				True		HP Up+	HP Up	Restore HP	SE Recovery	1
ITEM_TRAIT_TRAIT_171																												1402	0	6			True					100	100	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_PHY', '', '', '']		True									0
ITEM_TRAIT_TRAIT_172																												1402	0	6			True					100	100	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['DAMAGE_MAGIC', '', '', '']			True								0
ITEM_TRAIT_TRAIT_173																												1402	0											[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_174																												1402	0											[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_175	Feral Power	Boosts HP, ATK, and SPD by [Rank x 10].		獣の如し力	HP、攻撃力、素早さがRANK×10上昇		野兽般的力量	HP、攻击力、敏捷提升 RANK×10。		野獸般的力量	HP、攻擊力、敏捷上升 RANK×10。		Wilde Kraft	Erhöht LP, ANG und TMP um [Rang x 10].		Puissance sauvage	Augmente les PV, l'ATQ et la VIT de Rang x 10.		짐승 같은 괴력	HP, 공격력, 민첩성이RANK×10 상승한다		Неистовая мощь	Повышает ОЗ, АТК и СКР на [ранг x 10].		Potencia brutal	Potencia los PS, el ATQ y la VEL en [Rango x10].		1402	0	6	True							100	100	[10, -10, 0, 0]	[10, -10, 0, 0]	[60, -60, 0, 0]	[60, -60, 0, 0]	['ITEM_SUB_EQI_CHANGE_ALLPARAM', 'ITEM_SUB_EQI_CHANGE_DEFENSE', '', '']	['', '', '', '']	59			True			ATK Up+	SPD Up+	HP Up+	Panther Slayer	1
ITEM_TRAIT_TRAIT_176	Stand Tough	Boosts ATK by [Rank x 15], but reduces DEF by [Rank x -15].		背水の構え	攻撃力がRANK×15上昇。防御力がRANK×-15低下		背水的架势	攻击力提升 RANK×15，防御力下降 RANK×-15。		背水的架勢	攻擊力上升 RANK×15，防禦力下降 RANK×-15。		Hart im Nehmen	Erhöht ANG um Rang x 15, reduziert jedoch VRT um [Rang x -15].		Persévérance	Augmente l'ATQ de Rang x 15, mais réduit la DÉF de Rang x -15.		배수의 진	공격력이 RANK×15 상승한다.방어력이 RANK×-15 저하한다		Несокрушимость	Повышает АТК на [ранг x 15], но снижает ЗЩТ на [ранг x -15].		Postura relajada	Potencia el ATQ en [Rango x15], pero reduce la DEF en [Rango x-15].		1402	0	6	True							100	100	[15, -15, 0, 0]	[15, -15, 0, 0]	[90, -90, 0, 0]	[90, -90, 0, 0]	['ITEM_SUB_EQI_CHANGE_ATTACK', 'ITEM_SUB_EQI_CHANGE_DEFENSE', '', '']	['', '', '', '']	60		True				Destructive+	ATK Up+	Reduce DEF+	Beaver Slayer	1
ITEM_TRAIT_TRAIT_177	Philosopher's Wisdom	Increases fire, ice, bolt, and air damage by [Rank x 10]%.	Reduces fire, ice, bolt, and air damage taken by [Rank x 5]%.	賢者の知恵	火、氷、雷、風属性攻撃のダメージがRANK×10％上昇	火、氷、雷、風属性攻撃のダメージをRANK×5％軽減	贤者的智慧	火、冰、雷、风属性攻击的伤害提升 RANK×10%。	火、冰、雷、风属性攻击的伤害减轻 RANK×5%。	賢者的智慧	火、冰、雷、風屬性攻擊的傷害上升 RANK×10%。	火、冰、雷、風屬性攻擊的傷害減輕 RANK×5%。	Gelehrtheit der Weisen	Erhöht Feuer-, Eis-, Elektro- und Luftschaden um [Rang x 10] %.	Verringert erlittenen Feuer-, Eis-, Elektro- und Luftschaden um [Rang x 5] %.	Sagesse du philosophe	Augmente les dégâts de feu, de glace, de foudre et d'air de [Rang x 10] %.	Réduit les dégâts de feu, de glace, de foudre et d'air subis de [Rang x 5] %.	현자의 지혜	화ㆍ빙ㆍ뇌ㆍ풍속성 공격 대미지가RANK×10% 상승한다	화ㆍ빙ㆍ뇌ㆍ풍속성 공격 대미지를RANK×5% 경감시킨다	Мудрость философа	Повышает урон огнем, льдом, молнией и воздухом на [ранг x 10]%.	Увеличивает получаемый урон огнем, льдом, молнией и воздухом на [ранг х 5]%.	Sabiduría del filósofo	Aumenta un [Rango x10] % el daño de fuego, hielo, rayo y aire.	Reduce un [Rango x5] % el daño de fuego, hielo, rayo y aire recibido.	1402	0	6	True							100	100	[10, 0, 5, 0]	[10, 0, 5, 0]	[60, 0, 30, 0]	[60, 0, 30, 0]	['ITEM_SUB_EQI_ADD_SUB_ATT_DAMAGE_BUFF_PERMANENT', '', 'ITEM_SUB_EQI_ADD_SUB_ATT_PROTECT_BUFF_PERMANENT', '']	['', '', '', '']	61		True				Enhance Fire Damage+	Enhance Ice Damage+	Enhance Bolt Damage+	Enhance Air Damage+	1
ITEM_TRAIT_TRAIT_178																												1402	0	6	True							100	100	[10, 0, 5, 0]	[10, 0, 5, 0]	[60, 0, 30, 0]	[60, 0, 30, 0]	['ITEM_SUB_EQI_ADD_MAIN_ATT_DAMAGE_BUFF_PERMANENT', '', 'ITEM_SUB_EQI_ADD_MAIN_ATT_PROTECT_BUFF_PERMANENT', '']	['', '', '', '']				True							0
ITEM_TRAIT_TRAIT_179	Heat Up	Boosts skill power in proportion to the Battle Rate.		ヒートアップ	バトルレートに応じて、スキルの威力が上昇		热度提升	技能威力随战斗倍率而提升。		熱度提升	技能威力隨戰鬥倍率上升。		Aufwärmen	Verbessert die Fertigkeitskraft im Verhältnis zur Kampfrate.		Stimulus	Augmente la puissance des compétences proportionnellement au taux de combat.		히트 업	배틀레이트에 따라 스킬의 위력이 상승한다		Подогрев	Повышает силу навыка пропорционально боевому уровню.		Más calor	Aumenta la potencia de las habilidades en función del Ritmo de batalla.		1402	0	6			True					100	100	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_SKILL_BATTLE_RATE', '', '', '']	['', '', '', '']	23	True									1
ITEM_TRAIT_TRAIT_180	Slow Starter	Boosts item power in proportion to the Battle Rate.		スロースターター	バトルレートに応じて、アイテムの威力が上昇		后发制人	道具威力随战斗倍率而提升。		後發制人	道具威力隨戰鬥倍率上升。		Langsam aber sicher	Verbessert die Stärke von Gegenständen im Verhältnis zur Kampfrate.		Démarrage lent	Augmente la puissance des objets proportionnellement au taux de combat.		슬로 스타터	배틀레이트에 따라 아이템의 위력이 상승한다		Медленный старт	Повышает мощь предмета пропорционально боевому уровню.		Inicio lento	Aumenta la potencia de los objetos en función del Ritmo de batalla.		1402	0	6			True					100	100	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_ITEM_BATTLE_RATE', '', '', '']	['', '', '', '']	23		True								1
ITEM_TRAIT_TRAIT_181	Friend Healer	During a Friend Action, restores the HP of the two who performed the simultaneous attack.		フレンドヒール	フレンドアクション時、同時攻撃を行った２人のHPを回復		知音治愈	发动友情合击时，恢复同时进行攻击的两人的HP。		知音治癒	友情合擊時，回復同時進行攻擊的兩人的HP。		Sportsfreund	Stellt während einer Aktion von Freunden die LP der beiden wieder her, die den gleichzeitigen Angriff ausgeführt haben.		Guérisseur ami	Durant une action d'ami, restaure les PV des deux personnages qui ont effectué l'attaque simultanée.		프렌드 힐	프렌드 액션 시동시 공격을 한 두 사람의 HP를 회복한다		Лечение друзей	Во время действия друга восстанавливает ОЗ обоих персонажей, которые провели одновременную атаку.		Curación de aliados	Durante una acción de aliados, restaura los PS de los dos participantes en el ataque simultáneo.		1402	0	6			True					100	100	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_HEAL_HP_FRIEND_ACTION', '', '', '']	['', '', '', '']	24			True							1
ITEM_TRAIT_TRAIT_182	Finale	Boosts the power of Friend Actions in proportion to remaining HP.		フィナーレ	フレンドアクション時のHP残量に応じて、威力が上昇		落幕终曲	发动友情合击时，威力随HP余量提升。		落幕終曲	友情合擊時，威力隨HP餘量上升。		Finale	Verbessert die Kraft von Aktionen von Freunden im Verhältnis zu den verbleibenden LP.		Conclusion	Augmente la puissance des actions d'ami proportionnellement aux PV restants.		피날레	프렌드 액션 시의HP잔량에 따라 위력이 상승한다		Финал	Повышает силу действий друзей пропорционально оставшимся ОЗ.		Desenlace	Aumenta la potencia de las acciones de aliados según los PS restantes.		1402	0	6			True					100	100	[40, 0, 0, 0]	[40, 0, 0, 0]	[100, 0, 0, 0]	[100, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_UP_FRIEND_ACTION_HP_INVERSE', '', '', '']	['', '', '', '']	24				True						1
ITEM_TRAIT_TRAIT_183																																								[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_184																																								[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_185																																								[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_186																																								[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_187																																								[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
