text_ENG	Race	Number	Number2	ElemRes1	ElemRes2	ElemRes3	ElemRes4	ElemRes5	ElemRes6	AilRes1	AilRes2	AilRes3	AilRes4	AilRes5	AilRes6	AilRes7	AilRes8	DropReward0	DropReward1	DropReward2	DropReward3	DropReward4	DropGift0	DropGift1	DropGift2	DropGift3	DropGift4	text_JPN	text_CHS	text_CHT	text_KOR	FlavorText	EnemyLibraryInfoId
		[6, 9, 3, 7]	175																														341789692
Covetous Devil	Demon	[9, 10, 5, 10]	586	-25	100	0	-50	0	0	-25	0	0	0	0	100	0	-50	{'LevelMin': 27, 'LevelMax': 43, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1991884338, 'ItemName': 'Forbidden Grimoire', 'GradeMin': 1, 'GradeMax': 32}	{'LevelMin': 27, 'LevelMax': 43, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 159522154, 'ItemName': 'Metal Ore', 'GradeMin': 1, 'GradeMax': 32}	{'LevelMin': 27, 'LevelMax': 43, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 225276371, 'ItemName': 'Sharp Claws', 'GradeMin': 1, 'GradeMax': 32}	{'LevelMin': 27, 'LevelMax': 43, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 543538616, 'ItemName': 'Bitter Root', 'GradeMin': 1, 'GradeMax': 32}	{'LevelMin': 27, 'LevelMax': 43, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1340712083, 'ItemName': 'Lunastone', 'GradeMin': 1, 'GradeMax': 32}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1745456233, 'ItemName': 'Dark Frost Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 521059583, 'ItemName': 'Crimson Frost Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2046300859, 'ItemName': 'Azure Frost Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			貪欲なる妖魔	贪婪的妖魔	貪婪妖魔	탐욕스러운 요마	"{'flavor1': {'text_ENG': 'If you ever see this monster, run away immediately. I heard about them from a knight back when I was in the capital.', 'text_JPN': '「この魔物を見かけたらすぐに逃げろ。\n\u3000王都にいた頃、旅の騎士に聞いたことがある」', 'text_CHT': '「我還在王都的時候，聽旅行的騎士說過──\n\u3000一旦遇見這種魔物，跑得越快越好。」', 'text_CHS': '“我还在王都的时候，听旅行的骑士说过——\n\u3000一旦遇见这种魔物，跑得越快越好。”', 'text_KOR': '「왕도에 있었을 때, 이 몬스터를 보면\n 바로 도망치라고 떠돌이 기사가 말했었지」'}, 'char1': 'Randolf', 'flavor2': {'text_ENG': 'They must be really dangerous, then.', 'text_JPN': '「それだけ恐ろしい魔物ということだね」', 'text_CHT': '「原來牠這麼可怕啊。」', 'text_CHS': '“原来它这么可怕啊。”', 'text_KOR': '「그만큼 무서운 몬스터라는 뜻이구나」'}, 'char2': 'Heiter', 'flavor3': {'text_ENG': ""They're definitely a foe I'd like to avoid if at all possible."", 'text_JPN': '「避けられるなら、避けて通りたい相手ですね」', 'text_CHT': '「可以的話，還真不想跟牠硬碰硬。」', 'text_CHS': '“可以的话，真不想和它硬碰硬。”', 'text_KOR': '「피할 수 있다면 피하고 싶은 상대입니다」'}, 'char3': 'Plachta'}"	1384250388
		[7, 10, 6, 9]	176																														113013613
		[9, 10, 6, 10]	587																														1092643355
Desert Lagoon	Shark	[9, 10, 6, 8]	177	0	-25	50	-25	50	50	0	50	50	50	0	-25	50	-25	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1618495896, 'ItemName': 'Beast Fin', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1631991673, 'ItemName': 'Water Beast Fossil', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 385395481, 'ItemName': 'Ancient Blue Water', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 276767745, 'ItemName': 'Rapier Fish', 'GradeMin': 1, 'GradeMax': 37}							デザートラグーン	沙漠潟湖鲨	沙漠潟湖鯊	데저트 라군	"{'flavor1': {'text_ENG': ""It looks pretty tough. Definitely won't be easy to beat."", 'text_JPN': '「強そうな奴だ。簡単には倒せないな」', 'text_CHT': '「這傢伙好像很強，要擊倒牠恐怕沒那麼簡單。」', 'text_CHS': '“这家伙好像很强，要打倒它恐怕没那么简单。”', 'text_KOR': '「강해 보이니 쉽게는 못 쓰러트릴 것 같군」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Hmm. It also looks like it would be difficult to debone and slice ...', 'text_JPN': '「えぇ。簡単には捌けそうにないですね」', 'text_CHT': '「嗯，這條魚應該不好殺。」', 'text_CHS': '“嗯！这条鱼应该不好杀。”', 'text_KOR': '「네. 쉽게는 해체하지 못할 것 같네요」'}, 'char2': 'Totori', 'flavor3': {'text_ENG': 'Wait, you can eat these?', 'text_JPN': '「え？\u3000食べるのか？」', 'text_CHT': '「咦？要宰來吃嗎？」', 'text_CHS': '“咦？要杀掉吃吗？”', 'text_KOR': '「뭐? 먹을 거야?」'}, 'char3': 'Slade', 'flavor4': {'text_ENG': 'Oh, yes! Shark is really tasty!', 'text_JPN': '「はい！\u3000美味しいんですよ！\u3000サメ！」', 'text_CHT': '「當然！鯊魚很好吃哦！」', 'text_CHS': '“当然！鲨鱼很好吃哦！”', 'text_KOR': '「네! 맛있다고요! 상어!」'}, 'char4': 'Totori'}"	320060881
Megalogaia	Shark	[10, 10, 9, 10]	588	0	-25	50	-25	50	50	0	100	50	50	0	100	100	50	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1618495896, 'ItemName': 'Beast Fin', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1631991673, 'ItemName': 'Water Beast Fossil', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 385395481, 'ItemName': 'Ancient Blue Water', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 276767745, 'ItemName': 'Rapier Fish', 'GradeMin': 1, 'GradeMax': 37}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1399748193, 'ItemName': 'Iris Stone - Water'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 56520649, 'ItemName': 'Iris Stone - Plant'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 255249747, 'ItemName': 'Iris Stone - Uni'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1705445744, 'ItemName': 'Iris Stone - Flower'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 629080021, 'ItemName': 'Iris Stone - Medicinal'}	メガロガイア	巨大盖亚鲨	巨大蓋亞鯊	메갈로가이아	"{'flavor1': {'text_ENG': 'These monsters favor sneak attacks from underfoot ... Talk about troublesome.', 'text_JPN': '「足元からの奇襲か……厄介だな」', 'text_CHT': '「從腳邊偷襲啊……這可真難纏。」', 'text_CHS': '“从脚边偷袭啊……这可真难缠。”', 'text_KOR': '「발밑에서 기습을… 성가시군」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'If only you guys could fly too, huh?', 'text_JPN': '「みんなも飛べたらよかったのにね」', 'text_CHT': '「要是大家都能飛就好了。」', 'text_CHS': '“要是大家都能飞就好了。”', 'text_KOR': '「다들 날 수 있었으면 좋았을 텐데」'}, 'char2': 'Wilbell', 'flavor3': {'text_ENG': ""You know, I don't think it's fair that witches are able to fly, but alchemists aren't!"", 'text_JPN': '「魔法使いが飛べて錬金術士が飛べないなんて、\n\u3000なんか不公平な気がする！」', 'text_CHT': '「魔法師能飛，鍊金術士卻不能飛，\n\u3000這未免太不公平了！」', 'text_CHS': '“魔法师能飞，炼金术士却不能飞，\n\u3000这也太不公平了！”', 'text_KOR': '「마법사는 날 수 있고 연금술사는 날 수\n 없다니, 왠지 불공평해!」'}, 'char3': 'Rias'}"	288874605
Carrier	Spirit	[6, 6, 2, 2]	178	0	50	0	50	-25	-50	0	-50	-25	0	0	50	-50	50	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1606996164, 'ItemName': 'Rusted Sword', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1940833085, 'ItemName': 'Mud Ball', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 626577908, 'ItemName': 'Ash Ball', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1938765783, 'ItemName': 'Ancient Sword', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 1711993195, 'TraitId2': 0, 'ItemId': 1300087836, 'ItemName': 'Gold Ball', 'TraitName1': 'Perfectly Round'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1399748193, 'ItemName': 'Iris Stone - Water'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 56520649, 'ItemName': 'Iris Stone - Plant'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 255249747, 'ItemName': 'Iris Stone - Uni'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1705445744, 'ItemName': 'Iris Stone - Flower'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 629080021, 'ItemName': 'Iris Stone - Medicinal'}	キャリアー	搬运者	負載	캐리어	"{'flavor1': {'text_ENG': ""Lugging around all this heavy stuff is hard on the back ... Maybe I'll have this guy help me out."", 'text_JPN': '「荷物を運んでると腰にくるな……\n\u3000こいつにも手伝ってもらうか」', 'text_CHT': '「搬東西很容易閃到腰耶……\n\u3000可以請牠幫忙嗎？」', 'text_CHS': '“搬东西容易闪到腰……\n\u3000可以请它帮忙吗？”', 'text_KOR': '「짐을 나르다 보면 허리가 아파지지…\n 이 녀석한테도 도와달라고 할까」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""That'd be way too risky! If you've got a lot to carry, just use a Gravicrystal."", 'text_JPN': '「危ないからダメですよ！\n\u3000重い荷物ならグラビ結晶を使うといいですよ」', 'text_CHT': '「不行，太危險了！\n\u3000要搬重物的話就用重力結晶吧。」', 'text_CHS': '“不行，太危险了！\n\u3000要搬重物的话就用重力结晶吧。”', 'text_KOR': '「위험하니까 안 돼요! 무거운 짐이라면\n 그라비 결정을 사용하면 돼요」'}, 'char2': 'Elie'}"	1004375013
Mighty Hauler	Spirit	[10, 8, 3, 3]	589	0	50	0	50	-25	-50	0	-50	-25	0	0	50	-50	50	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1708153702, 'ItemName': 'Ruin Stone', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 1711993195, 'TraitId2': 0, 'ItemId': 1300087836, 'ItemName': 'Gold Ball', 'TraitName1': 'Perfectly Round'}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1968561703, 'ItemName': 'Fail Plywood', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1938765783, 'ItemName': 'Ancient Sword', 'GradeMin': 1, 'GradeMax': 37}		{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 869563684, 'ItemName': 'Dark Fyr Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1154698674, 'ItemName': 'Crimson Fyr Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 572908536, 'ItemName': 'Azure Fyr Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			剛腕脚夫	刚腕搬运工	鐵腕搬運工	힘이 센 짐꾼	"{'flavor1': {'text_ENG': ""They've been known to carry around large rocks. I wonder what they do with them?"", 'text_JPN': '「たまに岩とか持って移動してる姿が目撃される\n\u3000みたいだけど、何してるんだろう？」', 'text_CHT': '「偶爾會有人看到牠在搬運岩石之類的東西，\n\u3000那是在做什麼啊？」', 'text_CHS': '“偶尔会有人看到它在搬运岩石之类的东西，\n\u3000那是在做什么啊？”', 'text_KOR': '「가끔 바위 같은 거 들고 이동하는 모습이\n 목격되는 것 같은데 뭐 하는 걸까?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""They're probably trying to fix something. In my world, Slags repaired ruins."", 'text_JPN': '「何かを直そうとしているんだと思いますよ。\n\u3000私の世界のスラグは、遺跡を直してましたし」', 'text_CHT': '「應該是要修東西吧？\n\u3000我那個世界的史拉格可是修復了遺跡呢。」', 'text_CHS': '“应该是要修东西吧？\n\u3000我那个世界的史拉格可是修复了遗迹呢。”', 'text_KOR': '「뭔가를 고치려는 게 아닐까요? 제가 살던\n 세계의 슬래그는 유적을 고치고 있었으니」'}, 'char2': 'Shallistera'}"	2123649500
		[7, 7, 2, 2]	179																														1673787457
		[10, 8, 3, 3]	590																														1283413071
		[7, 8, 3, 2]	180																														1656791444
		[10, 8, 3, 3]	591																														1099277943
Dinosaur	Spirit	[7, 8, 3, 3]	181	-25	50	-50	0	50	0	-25	0	50	-50	0	50	0	0	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1938765783, 'ItemName': 'Ancient Sword', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 1711993195, 'TraitId2': 0, 'ItemId': 1300087836, 'ItemName': 'Gold Ball', 'TraitName1': 'Perfectly Round'}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 212934097, 'ItemName': 'Broken Tools', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 612791486, 'ItemName': 'Mysterious Metal Shard', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1968561703, 'ItemName': 'Fail Plywood', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 76389490, 'ItemName': 'Iris Stone - Mushroom'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 713742719, 'ItemName': 'Iris Stone - Fruit'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 656570381, 'ItemName': 'Iris Stone - Beehive'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 178510745, 'ItemName': 'Iris Stone - Marine'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1415935313, 'ItemName': 'Iris Stone - Bug'}	ダイナソー	恐龙	恐龍	다이너소어	{'flavor1': {'text_ENG': 'Have you ever found a dinosaur fossil?', 'text_JPN': '「恐竜の化石って見つけたことあるか？」', 'text_CHT': '「妳有挖到過恐龍化石嗎？」', 'text_CHS': '“你有挖到过恐龙化石吗？”', 'text_KOR': '「공룡의 화석을 찾은 적 있어?」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Look, I only study the history of humanity. I doubt I could tell the difference between a fossil and a regular rock.', 'text_JPN': '「ボクは人の歴史しか調べてないからね。化石を\n\u3000見ても普通の石と違いがわからないと思うよ」', 'text_CHT': '「我只鑽研人類史，就算挖到恐龍化石，\n\u3000應該也分不出它跟一般石頭的區別。」', 'text_CHS': '“我只研究人类史，就算挖到恐龙化石，\n\u3000应该也分不清它和普通石头有什么区别。”', 'text_KOR': '「나는 사람의 역사만 조사하니까 말이야.\n 화석을 봐도 딱히 잘 모를 거야」'}, 'char2': 'El'}	31121573
		[7, 8, 3, 3]	182																														1749923446
		[8, 8, 3, 3]	183																														928101725
Wolf	Beast	[1, 2, 1, 3]	184	-50	0	0	-25	50	0	-50	0	50	0	0	0	0	-25	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1486125131, 'ItemName': 'Sturdy Claws', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 789742580, 'ItemName': 'Animal Hide', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1912684169, 'ItemName': 'Beast Meat', 'GradeMin': 1, 'GradeMax': 10}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 862042001, 'ItemName': 'Altus - Fiery Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1604245495, 'ItemName': 'Altus - Crimson Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 81819358, 'ItemName': 'Altus - Crimson Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 960734910, 'ItemName': 'Altus - Crimson Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 63060165, 'ItemName': 'Altus - Crimson Amethyst'}	ウォルフ	野狼	野狼	울프	"{'flavor1': {'text_ENG': 'Huh? Randolf, why are you smiling like that?', 'text_JPN': '「アレ？\u3000ランドルフなんか微笑んでる？」', 'text_CHT': '「咦？蘭道夫你在微笑？」', 'text_CHS': '“咦？兰道夫你在微笑？”', 'text_KOR': '「어라? 란돌프, 혹시 웃고 있어?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""I was just thinking that, if it's a stray, we should care for it."", 'text_JPN': '「そんなことはない。\n\u3000野良なら保護しなければと思っていただけだ」', 'text_CHT': '「不，我只是在想，\n\u3000既然牠是流浪動物，還是收容起來比較好。」', 'text_CHS': '“不，我只是在想，\n\u3000既然它是流浪动物，还是收容起来比较好。”', 'text_KOR': '「아니. 집이 없다면\n 보호해야겠다고 생각했을 뿐이다」'}, 'char2': 'Randolf', 'flavor3': {'text_ENG': ""Care for it?! It'll tear you to shreds if you get too close!"", 'text_JPN': '「保護！？\u3000近寄ったら食いちぎられますよ！」', 'text_CHT': '「收容！？一靠近就會被牠吞了吧！」', 'text_CHS': '“收容？！一靠近就会被它给吞了吧！”', 'text_KOR': '「보호?! 다가가면 물어뜯길 거라고요!」'}, 'char3': 'Slade'}"	876617064
Huge Wolf	Beast	[9, 9, 7, 10]	592	-50	0	0	-25	50	0	-50	0	50	0	0	0	0	-25	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1486125131, 'ItemName': 'Sturdy Claws', 'GradeMin': 1, 'GradeMax': 42}	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 42}	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 42}	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 728189870, 'ItemName': 'Mythical Hide', 'GradeMin': 1, 'GradeMax': 42}							ヒュージウォルフ	巨大野狼	巨狼	휴지 울프	"{'flavor1': {'text_ENG': 'After running into one of these, I bet regular wolves would feel like puppies by comparison.', 'text_JPN': '「こいつを見た後だと、普通の狼が子犬に\n\u3000見えてきそうだ」', 'text_CHT': '「見過牠以後，\n\u3000就覺得普通的狼跟小狗沒兩樣。」', 'text_CHS': '“见过它以后，\n\u3000就觉得普通的狼和小狗没什么两样。”', 'text_KOR': '「이 녀석을 보고 나면, 웬만한 늑대가\n 강아지처럼 보이게 될 것 같군」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""Right? We'd probably wind up thinking they're cute."", 'text_JPN': '「うん。かわいいって思っちゃいそう」', 'text_CHT': '「嗯，相較之下可愛多了。」', 'text_CHS': '“嗯，相比之下可爱多了。”', 'text_KOR': '「응. 귀엽다고 생각하게 될 것 같아」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""Yeah ... Actually, no. I don't think I'd go that far with it."", 'text_JPN': '「ああ……いや、そこまでは思わんだろう」', 'text_CHT': '「是沒錯啦……但也沒那麼可愛吧。」', 'text_CHS': '“是没错啦……但也没那么可爱吧。”', 'text_KOR': '「그러게… 아니, 거기까지는 아니야」'}, 'char3': 'Slade'}"	1253122573
		[2, 3, 2, 5]	185																														1542249036
		[3, 7, 3, 6]	186																														1706419945
Jagd Wolf	Beast	[3, 7, 3, 7]	187	0	0	-50	-25	50	0	0	0	50	-50	0	0	0	-25	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1486125131, 'ItemName': 'Sturdy Claws', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1912684169, 'ItemName': 'Beast Meat', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1095053287, 'ItemName': 'Spiral Bone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 212827081, 'ItemName': 'Iris Stone - Thread'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 155879079, 'ItemName': 'Iris Stone - Lumber'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1785618426, 'ItemName': 'Iris Stone - Gas'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2045565151, 'ItemName': 'Iris Stone - Magical'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 992634100, 'ItemName': 'Iris Stone - Puni'}	ヤクトウォルフ	猎狼	獵狼	행동대장 울프	"{'flavor1': {'text_ENG': ""This monster acts as the guardian of its forest, making sure that nature isn't needlessly damaged."", 'text_JPN': '「自然が無暗に荒らされないように\n\u3000森の番人をしている魔物ですね」', 'text_CHT': '「這種魔物是森林守護者，\n\u3000負責保護大自然免於生態浩劫。」', 'text_CHS': '“这种魔物是森林守护者，\n\u3000负责保护大自然免于生态浩劫。”', 'text_KOR': '「자연이 지나치게 훼손되지 않도록\n 숲을 지키는 몬스터예요」'}, 'char1': 'Ayesha', 'flavor2': {'text_ENG': ""You know, ever since I started doing alchemy, I've realized just how much wisdom nature holds."", 'text_JPN': '「錬金術を始めて分かったけど、\n\u3000自然の恵みって本当に偉大なんだね」', 'text_CHT': '「自從用鍊金術以後，\n\u3000我才明白大自然的恩澤有多麼浩瀚。」', 'text_CHS': '“自从用炼金术以后，\n\u3000我才明白大自然的恩泽有多么浩瀚。”', 'text_KOR': '「연금술을 시작하면서 알게 됐는데,\n 자연의 은총은 정말로 위대하구나」'}, 'char2': 'Rias'}"	1110725432
		[3, 7, 3, 7]	188																														258859432
